sample	label
GSM2098637	breast
GSM2098640	breast
GSM2098638	breast
GSM2098746	breast
GSM2098635	breast
GSM2098669	breast
GSM2098736	breast
GSM2098636	breast
GSM2098734	breast
GSM2098665	breast
GSM2098742	breast
GSM2098678	breast
GSM2098679	breast
GSM2098713	breast
GSM2098756	breast
GSM2098751	breast
GSM2098720	breast
GSM2098644	breast
GSM2098651	breast
GSM2098733	breast
GSM2098634	breast
GSM2098680	breast
GSM2098639	breast
GSM2098714	breast
GSM2098702	breast
GSM2098643	breast
GSM2098653	breast
GSM2098647	breast
GSM2098694	breast
GSM2098732	breast
GSM2098739	breast
GSM2098754	breast
GSM2098682	breast
GSM2098631	breast
GSM2098672	breast
GSM2098709	breast
GSM2098658	breast
GSM2098663	breast
GSM2098670	breast
GSM2098674	breast
GSM2098725	breast
GSM2098731	breast
GSM2098722	breast
GSM2098726	breast
GSM2098752	breast
GSM2098684	breast
GSM2098717	breast
GSM2098630	breast
GSM2098656	breast
GSM2098654	breast
GSM2098721	breast
GSM2098757	breast
GSM2098675	breast
GSM2098699	breast
GSM2098723	breast
GSM2098707	breast
GSM2098708	breast
GSM2098652	breast
GSM2098716	breast
GSM2098755	breast
GSM2098649	breast
GSM2098704	breast
GSM2098664	breast
GSM2098673	breast
GSM2098711	breast
GSM2098703	breast
GSM2098706	breast
GSM2098738	breast
GSM2098660	breast
GSM2098686	breast
GSM2098724	breast
GSM2098661	breast
GSM2098659	breast
GSM2098668	breast
GSM2098655	breast
GSM2098697	breast
GSM2098696	breast
GSM2098691	breast
GSM2098650	breast
GSM2098718	breast
GSM2098741	breast
GSM2098753	breast
GSM2098705	breast
GSM2098646	breast
GSM2098693	breast
GSM2098690	breast
GSM2098657	breast
GSM2098688	breast
GSM2098692	breast
GSM2098701	breast
GSM2098648	breast
GSM2098645	breast
GSM2098689	breast
GSM2098698	breast
GSM2098687	breast
GSM2098700	breast
GSM2098662	breast
GSM2098685	breast
GSM2098633	breast
GSM2109054	pancreatic
GSM2109050	pancreatic
GSM2109055	pancreatic
GSM2109051	pancreatic
GSM2109052	pancreatic
GSM2109053	pancreatic
GSM2126065	breast
GSM2126067	breast
GSM2126066	breast
GSM2126070	breast
GSM2126064	breast
GSM2126072	breast
GSM2126071	breast
GSM2126068	breast
GSM2126063	breast
GSM2126069	breast
GSM2126073	breast
GSM2126074	breast
GSM2144413	colorectal
GSM2144412	colorectal
GSM2144414	colorectal
GSM2183701	lung
GSM2183697	lung
GSM2183698	lung
GSM2183699	lung
GSM2183702	lung
GSM2183700	lung
GSM2252626	breast
GSM2284968	breast
GSM2252627	breast
GSM2252625	breast
GSM2252624	breast
GSM2284967	breast
GSM2264342	prostate
GSM2264343	prostate
GSM2264344	prostate
GSM2264345	prostate
GSM2281361	colorectal
GSM2281354	colorectal
GSM2281356	colorectal
GSM2281364	colorectal
GSM2300036	breast
GSM2300033	breast
GSM2300032	breast
GSM2300037	breast
GSM2300035	breast
GSM2300038	breast
GSM2300034	breast
GSM2300039	breast
GSM2335759	breast
GSM2335755	breast
GSM2335756	breast
GSM2335754	breast
GSM2335757	breast
GSM2335758	breast
GSM2445385	
GSM2445386	
GSM2445390	
GSM2445389	
GSM2445388	
GSM2445387	
GSM2476256	breast
GSM2476257	breast
GSM2476255	breast
GSM2576202	breast
GSM2576189	breast
GSM2576206	breast
GSM2576221	breast
GSM2576198	breast
GSM2576191	breast
GSM2576214	breast
GSM2576219	breast
GSM2576216	breast
GSM2576205	breast
GSM2576200	breast
GSM2576220	breast
GSM2576210	breast
GSM2576211	breast
GSM2576209	breast
GSM2576196	breast
GSM2576217	breast
GSM2576199	breast
GSM2576201	breast
GSM2576204	breast
GSM2576203	breast
GSM2576197	breast
GSM2576188	breast
GSM2576222	breast
GSM2576218	breast
GSM2576212	breast
GSM2576213	breast
GSM2576194	breast
GSM2576215	breast
GSM2576207	breast
GSM2576192	breast
GSM2576193	breast
GSM2576195	breast
GSM2576187	breast
GSM2576208	breast
GSM2576190	breast
GSM1546556	lung
GSM1546557	lung
GSM1546560	lung
GSM1546561	lung
GSM1704487	lung
GSM1704488	lung
GSM1704489	lung
GSM1704490	lung
GSM1704491	lung
GSM1704492	lung
GSM1873347	prostate
GSM1873348	prostate
GSM1873349	prostate
GSM1873350	prostate
GSM1873351	prostate
GSM1873352	prostate
GSM1873353	prostate
GSM1873354	prostate
GSM1873355	prostate
GSM1963023	breast
GSM1963024	breast
GSM1963025	breast
GSM1963026	breast
GSM2322010	ovarian
GSM2322011	ovarian
GSM2323834	breast
GSM2323835	breast
GSM2433970	lung
GSM2433974	lung
GSM2559756	pancreatic
GSM2559757	pancreatic
GSM2559758	pancreatic
GSM2559759	pancreatic
GSM2559760	pancreatic
GSM2559761	pancreatic
GSM2559762	pancreatic
GSM2559763	pancreatic
GSM2559764	pancreatic
GSM2559765	pancreatic
GSM2559766	pancreatic
GSM2559767	pancreatic
GSM2560031	
GSM2560032	
GSM2560033	
GSM2561533	breast
GSM2561534	breast
GSM2561535	breast
GSM2695277	
GSM2695278	
GSM2695279	
GSM2695280	
GSM2695281	
GSM2695282	
GSM2695283	
GSM2695284	
GSM2695285	
GSM2695286	
GSM2695287	
GSM2695288	
GSM2695289	
GSM2695290	
GSM2695291	
GSM2695292	
GSM2695293	
GSM2695294	
GSM2695295	
GSM2695296	
GSM2695297	
GSM2695298	
GSM2695299	
GSM2695300	
GSM2695488	breast
GSM2695489	breast
GSM2695490	breast
GSM2695491	breast
GSM2695492	breast
GSM2695493	breast
GSM2705556	ovarian
GSM2705557	ovarian
GSM2705558	ovarian
GSM2705559	ovarian
GSM2705560	ovarian
GSM2705561	ovarian
GSM2806897	
GSM2806898	
GSM2806899	
GSM2806900	
GSM2806901	
GSM2806902	
GSM2806903	
GSM2806904	
GSM2806905	
GSM2806906	
GSM2806907	
GSM2806908	
GSM2806909	
GSM2806910	
GSM2806911	
GSM2871734	breast
GSM2871735	breast
GSM2871736	breast
GSM2871737	breast
GSM2871738	breast
GSM2871739	breast
GSM2871740	breast
GSM2871741	breast
GSM2871742	breast
GSM2871743	breast
GSM2871744	breast
GSM2871745	breast
GSM2871746	breast
GSM2871747	breast
GSM2871748	breast
GSM2871749	breast
GSM2871750	breast
GSM2871751	breast
GSM2208825	prostate
GSM2208826	prostate
GSM2208827	prostate
GSM2208828	prostate
GSM2208829	prostate
GSM2208830	prostate
GSM2411307	lung
GSM2411308	lung
GSM2411309	lung
GSM2411310	lung
GSM2411311	lung
GSM2411312	lung
GSM2411313	lung
GSM2411314	lung
GSM2411315	lung
GSM2411316	lung
GSM2411317	lung
GSM2411318	lung
GSM2411319	lung
GSM2411320	lung
GSM2411321	lung
GSM2411354	lung
GSM2411355	lung
GSM2411356	lung
GSM2411357	lung
GSM2411358	lung
GSM2411359	lung
GSM2411360	lung
GSM2411361	lung
GSM2411362	lung
GSM2411363	lung
GSM2411364	lung
GSM2411365	lung
GSM2411366	lung
GSM2411367	lung
GSM2411368	lung
GSM2411369	lung
GSM2411370	lung
GSM2411371	lung
GSM2411372	lung
GSM2411373	lung
GSM2411374	lung
GSM2411375	
GSM2411376	
GSM2411377	
GSM2411378	
GSM2411379	
GSM2411380	
GSM2411381	
GSM2411382	
GSM2411383	
GSM2411384	
GSM2411385	
GSM2411386	
GSM2411387	
GSM2411388	
GSM2411389	
GSM2411390	
GSM2411391	
GSM2411392	
GSM2411393	
GSM2411394	
GSM2411395	
GSM2411396	
GSM2411397	
GSM2411398	
GSM2411399	
GSM2411400	
GSM2411401	
GSM2411402	
GSM2411403	
GSM2411404	
GSM2411405	
GSM2411406	
GSM2411407	
GSM2411408	
GSM2411409	
GSM2411410	
GSM2411411	
GSM2411412	
GSM2411413	
GSM2411414	
GSM2411415	
GSM2430225	
GSM2430226	
GSM2430227	
GSM2430228	
GSM2430229	
GSM2430230	
GSM2443399	
GSM2443400	
GSM2443401	
GSM2443402	
GSM2443403	
GSM2443404	
GSM2443405	
GSM2443406	
GSM2443407	
GSM2443408	
GSM2443409	
GSM2443410	
GSM2549701	pancreatic
GSM2549702	pancreatic
GSM2549703	pancreatic
GSM2549704	pancreatic
GSM2549705	pancreatic
GSM2549706	pancreatic
GSM2549707	pancreatic
GSM2549708	pancreatic
GSM2549711	pancreatic
GSM2577118	
GSM2577119	
GSM2577120	
GSM2577121	
GSM2577122	
GSM2577123	
GSM2577124	
GSM2577125	
GSM2577126	
GSM2577127	
GSM2577128	
GSM2577129	
GSM2577130	
GSM2577131	
GSM2577132	
GSM2577133	
GSM2577134	
GSM2577135	
GSM2577136	
GSM2577137	
GSM2577138	
GSM2577139	
GSM2577140	
GSM2577141	
GSM2577142	
GSM2577143	
GSM2577144	
GSM2577145	
GSM2577146	
GSM2577147	
GSM2706147	
GSM2706148	
GSM2784646	breast
GSM2784647	breast
GSM2784648	breast
GSM2784649	breast
GSM2784650	breast
GSM2784651	breast
GSM2843828	breast
GSM2843829	breast
GSM2843830	breast
GSM2843831	breast
GSM2863200	prostate
GSM2863201	prostate
GSM2863202	prostate
GSM2863203	prostate
GSM2863204	prostate
GSM2863205	prostate
GSM2895345	
GSM2895347	
GSM2895349	
GSM2414760	colorectal
GSM2414761	colorectal
GSM2414762	colorectal
GSM2414763	colorectal
GSM2414764	colorectal
GSM2414765	colorectal
GSM2414766	colorectal
GSM2414767	colorectal
GSM2414768	colorectal
GSM2414769	colorectal
GSM2414770	colorectal
GSM2414771	colorectal
GSM2414772	colorectal
GSM2414773	colorectal
GSM2414774	colorectal
GSM2414775	colorectal
GSM2414776	colorectal
GSM2414777	colorectal
GSM2414778	colorectal
GSM2414779	colorectal
GSM2414780	colorectal
GSM2414781	colorectal
GSM2414782	colorectal
GSM2414783	colorectal
GSM2414784	colorectal
GSM2414785	colorectal
GSM2414786	colorectal
GSM2414787	colorectal
GSM2414788	colorectal
GSM2414789	colorectal
GSM2414790	colorectal
GSM2414791	colorectal
GSM2414792	colorectal
GSM2414793	colorectal
GSM2414794	colorectal
GSM2414795	colorectal
GSM2414796	colorectal
GSM2414797	colorectal
GSM2414798	colorectal
GSM2414799	colorectal
GSM2414800	colorectal
GSM2414801	colorectal
GSM2414802	colorectal
GSM2414803	colorectal
GSM2579115	prostate
GSM2579116	prostate
GSM2579117	prostate
GSM2579118	prostate
GSM2579119	prostate
GSM2579120	prostate
GSM2671095	
GSM2671096	
GSM2671097	
GSM2671098	
GSM2671099	
GSM2671100	
GSM2671101	
GSM2671102	
GSM2745957	lung
GSM2745958	lung
GSM2745959	
GSM2745963	ovarian
GSM2745964	lung
GSM2125090	breast
GSM2125091	breast
GSM2125092	breast
GSM2125093	breast
GSM2125094	breast
GSM2125095	breast
GSM2125096	breast
GSM2125097	breast
GSM2478433	prostate
GSM2478434	prostate
GSM2478435	prostate
GSM2478436	prostate
GSM2478437	prostate
GSM2478438	prostate
GSM2478439	prostate
GSM2478440	prostate
GSM2478441	prostate
GSM2478442	prostate
GSM2478443	prostate
GSM2478444	prostate
GSM2478445	prostate
GSM2478446	prostate
GSM2478447	prostate
GSM2478448	prostate
GSM2478449	prostate
GSM2478450	prostate
GSM2478451	prostate
GSM2478452	prostate
GSM2478453	prostate
GSM2478454	prostate
GSM2478455	prostate
GSM2478456	prostate
GSM2478457	prostate
GSM2478458	prostate
GSM2478459	prostate
GSM2478460	prostate
GSM2670883	breast
GSM2670884	breast
GSM2670885	breast
GSM2670886	breast
GSM2670887	breast
GSM2670888	breast
GSM2700639	
GSM2700640	
GSM2700641	
GSM2787863	breast
GSM2787864	breast
GSM2787865	breast
GSM2787866	breast
GSM2787867	breast
GSM2839374	breast
GSM2839375	breast
GSM2839376	breast
GSM2839377	breast
GSM2839378	breast
GSM2839379	breast
GSM2839380	breast
GSM2839381	breast
GSM2858920	prostate
GSM2858921	prostate
GSM2858922	prostate
GSM2858923	prostate
GSM2858924	prostate
GSM2858925	prostate
GSM2858926	prostate
GSM2858927	prostate
GSM2858928	prostate
GSM2858929	prostate
GSM2858930	prostate
GSM2861232	gastric
GSM2861235	gastric
GSM2861236	gastric
GSM2861238	gastric
GSM2977775	breast
GSM2977776	breast
GSM2977777	breast
GSM2977778	breast
GSM2977779	breast
GSM2977780	breast
GSM2977781	breast
GSM2977782	breast
GSM2977783	breast
GSM2977784	breast
GSM1617392	colorectal
GSM1617393	colorectal
GSM1617394	colorectal
GSM1617395	colorectal
GSM1617396	colorectal
GSM1617397	colorectal
GSM1620416	breast
GSM1620417	breast
GSM1620420	breast
GSM1620424	breast
GSM1620425	breast
GSM1620426	breast
GSM1620427	breast
GSM1620431	breast
GSM1620433	breast
GSM1620434	breast
GSM1620435	breast
GSM1620437	breast
GSM1620439	breast
GSM1620440	breast
GSM1620442	breast
GSM1620443	breast
GSM1620445	breast
GSM1620447	breast
GSM1620449	breast
GSM1620450	breast
GSM1620452	breast
GSM1620453	breast
GSM1620454	breast
GSM1620456	breast
GSM1620457	breast
GSM1620458	breast
GSM1620460	breast
GSM1620461	breast
GSM1620463	breast
GSM1620464	breast
GSM1620465	breast
GSM1620466	breast
GSM1620467	breast
GSM1620468	breast
GSM1620470	breast
GSM1620471	breast
GSM1620472	breast
GSM1620473	breast
GSM1620475	breast
GSM1620477	breast
GSM1620479	breast
GSM1620482	breast
GSM1620483	breast
GSM1620484	breast
GSM1620494	breast
GSM1620498	breast
GSM1620501	breast
GSM1620502	breast
GSM1620503	breast
GSM1620513	breast
GSM1620514	breast
GSM1620515	breast
GSM1620517	breast
GSM1620518	breast
GSM1620519	breast
GSM1620524	breast
GSM1620528	breast
GSM1620529	breast
GSM1620530	breast
GSM1620531	breast
GSM1620535	breast
GSM1620551	breast
GSM1620553	breast
GSM1620554	breast
GSM1620555	breast
GSM1620558	breast
GSM1620560	breast
GSM1620562	breast
GSM1620563	breast
GSM1620567	breast
GSM1620569	breast
GSM1620570	breast
GSM1620571	breast
GSM1620572	breast
GSM1620574	breast
GSM1620576	breast
GSM1620577	breast
GSM1620581	breast
GSM1620582	breast
GSM1620585	breast
GSM1620586	breast
GSM1620587	breast
GSM1620589	breast
GSM1620592	breast
GSM1620593	breast
GSM1620595	breast
GSM1620596	breast
GSM1620597	breast
GSM1620599	breast
GSM1620602	breast
GSM1620603	breast
GSM1620606	breast
GSM1620607	breast
GSM1620613	breast
GSM1620621	breast
GSM1620623	breast
GSM1620624	breast
GSM1620626	breast
GSM1620629	breast
GSM1620631	breast
GSM1620635	breast
GSM1620636	breast
GSM1620637	breast
GSM1620638	breast
GSM1620640	breast
GSM1620642	breast
GSM1620643	breast
GSM1620645	breast
GSM1620646	breast
GSM1620647	breast
GSM1620649	breast
GSM1620650	breast
GSM1620651	breast
GSM1620654	breast
GSM1620656	breast
GSM1620657	breast
GSM1620658	breast
GSM1620659	breast
GSM1620660	breast
GSM1620661	breast
GSM1620662	breast
GSM1620665	breast
GSM1620668	breast
GSM1620669	breast
GSM1620670	breast
GSM1620675	breast
GSM1620679	breast
GSM1620681	breast
GSM1620683	breast
GSM1620684	breast
GSM1620688	breast
GSM1620690	breast
GSM1620691	breast
GSM1620692	breast
GSM1620694	breast
GSM1620698	breast
GSM1620704	breast
GSM1620705	breast
GSM1620707	breast
GSM1620713	breast
GSM1620716	breast
GSM1693047	breast
GSM1693048	breast
GSM1693049	breast
GSM1693050	breast
GSM1693051	breast
GSM1693052	breast
GSM1693053	breast
GSM1693054	breast
GSM1693055	breast
GSM1693056	breast
GSM1845862	prostate
GSM1845863	prostate
GSM1845866	prostate
GSM1845867	prostate
GSM1845868	prostate
GSM1845869	prostate
GSM1866986	colorectal
GSM1866987	colorectal
GSM1866988	colorectal
GSM1866989	colorectal
GSM1866990	colorectal
GSM1866991	colorectal
GSM1866992	colorectal
GSM1866993	colorectal
GSM1866994	colorectal
GSM1866995	colorectal
GSM1866996	colorectal
GSM1866997	colorectal
GSM1866998	colorectal
GSM1866999	colorectal
GSM1867000	colorectal
GSM1867004	colorectal
GSM1867005	colorectal
GSM1867006	colorectal
GSM1867007	colorectal
GSM1867008	colorectal
GSM1867009	colorectal
GSM1867010	colorectal
GSM1892618	colorectal
GSM1892620	colorectal
GSM1892622	colorectal
GSM1955398	lung
GSM1955399	lung
GSM1955400	lung
GSM1955401	lung
GSM1955402	lung
GSM1955403	lung
GSM1955404	lung
GSM1955405	lung
GSM2080901	prostate
GSM2080902	prostate
GSM2080903	prostate
GSM2080904	prostate
GSM2080905	prostate
GSM2080906	prostate
GSM2080907	prostate
GSM2080908	prostate
GSM2080909	prostate
GSM2131183	breast
GSM2131184	breast
GSM2131185	breast
GSM2131186	breast
GSM2171430	ovarian
GSM2171431	ovarian
GSM2171432	ovarian
GSM2171433	ovarian
GSM2179001	breast
GSM2179002	breast
GSM2179003	breast
GSM2179004	breast
GSM2179005	breast
GSM2179006	breast
GSM2179007	breast
GSM2179008	breast
GSM2179009	breast
GSM2179010	breast
GSM2179011	breast
GSM2179012	breast
GSM2179013	breast
GSM2179014	breast
GSM2179015	breast
GSM2179016	breast
GSM2209643	
GSM2209644	
GSM2209645	
GSM2209646	
GSM2209647	
GSM2209648	
GSM2227407	breast
GSM2227408	breast
GSM2227409	breast
GSM2227410	breast
GSM2253675	gastric
GSM2253676	gastric
GSM2300040	breast
GSM2300041	breast
GSM2300042	breast
GSM2300043	breast
GSM2333459	prostate
GSM2333460	prostate
GSM2333461	prostate
GSM2333462	prostate
GSM2333463	prostate
GSM2333464	prostate
GSM2443397	
GSM2443398	
GSM2454730	breast
GSM2454731	breast
GSM2454732	breast
GSM2454733	breast
GSM2454734	breast
GSM2454735	breast
GSM2454736	breast
GSM2454737	breast
GSM2454738	breast
GSM2454739	breast
GSM2454740	breast
GSM2454741	breast
GSM2670874	breast
GSM2670875	breast
GSM2670876	breast
GSM2670877	breast
GSM2670878	breast
GSM2670879	breast
GSM2670880	breast
GSM2670881	breast
GSM2670882	breast
GSM2794657	ovarian
GSM2794658	ovarian
GSM2794659	ovarian
GSM2794660	ovarian
GSM2794661	ovarian
GSM2794662	ovarian
GSM2915403	breast
GSM2915404	breast
GSM2915405	breast
GSM2915406	breast
GSM2915407	breast
GSM2915408	breast
GSM2915409	breast
GSM2915410	breast
GSM2915411	breast
GSM2915412	breast
GSM2915413	breast
GSM2915414	breast
GSM2130384	breast
GSM2130385	breast
GSM2130386	breast
GSM2130387	breast
GSM2130388	breast
GSM2130389	breast
GSM2130390	breast
GSM2130391	breast
GSM2130392	breast
GSM2130393	breast
GSM2130394	breast
GSM2130395	breast
GSM2130396	breast
GSM2130397	breast
GSM2130398	breast
GSM2130399	breast
GSM2130400	breast
GSM2670728	colorectal
GSM2670729	colorectal
GSM2670730	colorectal
GSM2670731	colorectal
GSM2670732	colorectal
GSM2670733	colorectal
GSM2670734	colorectal
GSM2670735	colorectal
GSM2670736	colorectal
GSM2670737	colorectal
GSM2670738	colorectal
GSM2670739	colorectal
GSM2706527	ovarian
GSM2706528	ovarian
GSM2706529	ovarian
GSM2706530	ovarian
GSM2706531	ovarian
GSM2706532	ovarian
GSM2706533	ovarian
GSM2706534	ovarian
GSM1626701	breast
GSM1626702	breast
GSM1626703	breast
GSM1626704	breast
GSM1626705	breast
GSM1626706	breast
GSM2645630	breast
GSM2645631	breast
GSM2645632	breast
GSM2645633	breast
GSM2645634	breast
GSM2645635	breast
GSM2645636	breast
GSM2645637	breast
GSM2645638	breast
GSM2645639	breast
GSM2645640	breast
GSM2645641	breast
GSM2645642	breast
GSM2645643	breast
GSM2645644	breast
GSM2645645	breast
GSM2705897	colorectal
GSM2705898	colorectal
GSM2705899	colorectal
GSM2705900	colorectal
GSM2705901	breast
GSM2705902	breast
GSM2705903	breast
GSM2705904	breast
GSM2705905	lung
GSM2705906	lung
GSM2705907	lung
GSM2705908	lung
GSM2705909	kidney
GSM2705910	kidney
GSM2705911	kidney
GSM2705912	kidney
GSM2806793	prostate
GSM2806794	prostate
GSM2806795	prostate
GSM2806796	prostate
GSM2806797	prostate
GSM2599680	ovarian
GSM2599681	ovarian
GSM2599682	ovarian
GSM2599683	ovarian
GSM2701546	colorectal
GSM2701547	colorectal
GSM2701548	colorectal
GSM2701549	colorectal
GSM2701550	colorectal
GSM2701551	colorectal
GSM2701552	colorectal
GSM2701553	colorectal
GSM2701554	colorectal
GSM2701555	colorectal
GSM2701556	colorectal
GSM2701557	colorectal
GSM2788349	breast
GSM2788350	breast
GSM2788351	breast
GSM2800808	
GSM2800809	
GSM2800810	
GSM2800811	
GSM2800812	
GSM2800813	
GSM2800814	
GSM2800815	
GSM2800816	
GSM2830949	lung
GSM2830950	lung
GSM2830951	lung
GSM2830952	lung
GSM2830953	lung
GSM2830954	lung
GSM2830955	lung
GSM2830956	lung
GSM2830957	lung
GSM3057174	
GSM3106217	breast
GSM3106218	breast
GSM3106219	breast
GSM3106220	breast
GSM3106221	breast
GSM3106222	breast
GSM3106223	breast
GSM3106224	breast
GSM3106225	breast
GSM3106226	breast
GSM3106227	breast
GSM3106228	breast
GSM3106229	breast
GSM3106230	breast
GSM3106231	breast
GSM3106232	breast
GSM3119245	
GSM3127583	breast
GSM3127584	breast
GSM3127585	breast
GSM3127586	breast
GSM3127587	breast
GSM3127588	breast
GSM3127589	breast
GSM3127590	breast
GSM3127591	breast
GSM3127592	breast
GSM3127593	breast
GSM3127594	breast
GSM3127595	breast
GSM3127596	breast
GSM3127597	breast
GSM3127598	breast
GSM3127599	breast
GSM3127600	breast
GSM3127601	breast
GSM3127602	breast
GSM3127603	breast
GSM3127604	breast
GSM3127605	breast
GSM3141012	breast
GSM3141013	breast
GSM3141014	breast
GSM2425620	breast
GSM2425621	breast
GSM2425622	breast
GSM2425623	breast
GSM2462751	ovarian
GSM2462752	ovarian
GSM2462753	ovarian
GSM2462754	ovarian
GSM2702390	
GSM2702391	
GSM2702392	
GSM2702393	
GSM2702394	
GSM2702395	
GSM2702396	
GSM2702397	
GSM2702398	
GSM2741793	breast
GSM2741794	breast
GSM2741795	breast
GSM2741796	breast
GSM2741797	breast
GSM2741798	breast
GSM2741799	breast
GSM2741800	breast
GSM2741801	breast
GSM2741802	breast
GSM2741803	breast
GSM2741804	breast
GSM2758943	breast
GSM2758944	breast
GSM2758945	breast
GSM2758946	breast
GSM2758947	breast
GSM2758948	breast
GSM2758949	breast
GSM2758950	breast
GSM2758951	breast
GSM2758952	breast
GSM2758953	breast
GSM2758954	breast
GSM2046891	breast
GSM2046892	breast
GSM2046893	breast
GSM2046894	breast
GSM2046895	breast
GSM2046896	breast
GSM2255508	breast
GSM2255509	breast
GSM2255510	breast
GSM2255511	breast
GSM2255512	breast
GSM2255513	breast
GSM2255514	breast
GSM2255515	breast
GSM2255516	breast
GSM2255517	breast
GSM2255518	breast
GSM2255519	breast
GSM2255520	breast
GSM2255521	breast
GSM2255522	breast
GSM2255523	breast
GSM2255524	breast
GSM2255525	breast
GSM2255526	breast
GSM2255527	breast
GSM2255528	breast
GSM2255529	breast
GSM2255530	breast
GSM2255531	breast
GSM2255532	breast
GSM2255533	breast
GSM2255534	breast
GSM2255535	breast
GSM2255536	breast
GSM2255537	breast
GSM2255538	breast
GSM2255539	breast
GSM2255540	breast
GSM2255541	breast
GSM2255542	breast
GSM2255543	breast
GSM2466364	
GSM2466365	
GSM2466366	
GSM2466367	
GSM2466370	
GSM2466371	
GSM2466372	
GSM2466373	
GSM2466374	
GSM2466375	
GSM2466376	
GSM2466377	
GSM2466378	
GSM2508175	prostate
GSM2508176	prostate
GSM2508177	prostate
GSM2508178	prostate
GSM2508179	prostate
GSM2508180	prostate
GSM2508181	prostate
GSM2508182	prostate
GSM2508183	prostate
GSM2508184	prostate
GSM2508185	prostate
GSM2508186	prostate
GSM2508187	prostate
GSM2508188	prostate
GSM2508189	prostate
